2023-12-19 14:59:30,721 INFO ------------------Epoch: 1/15 start------------------
2023-12-19 14:59:43,048 INFO step 0: tp = 11.0, fp = 14.0, tn = 4.0, fn = 3.0, acc = 0.4688, mcc = 0.009524 
2023-12-20 20:24:39,383 INFO step 1682: tp = 14.0, fp = 18.0, tn = 0.0, fn = 0.0, acc = 0.4375, mcc = 0.000000 
2023-12-20 20:24:39,982 INFO step 1683: tp = 16.0, fp = 16.0, tn = 0.0, fn = 0.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:24:40,601 INFO step 1684: tp = 21.0, fp = 11.0, tn = 0.0, fn = 0.0, acc = 0.6562, mcc = 0.000000 
2023-12-20 20:24:41,232 INFO step 1685: tp = 14.0, fp = 18.0, tn = 0.0, fn = 0.0, acc = 0.4375, mcc = 0.000000 
2023-12-20 20:24:41,795 INFO step 1686: tp = 25.0, fp = 7.0, tn = 0.0, fn = 0.0, acc = 0.7812, mcc = 0.000000 
2023-12-20 20:24:42,370 INFO step 1687: tp = 13.0, fp = 19.0, tn = 0.0, fn = 0.0, acc = 0.4062, mcc = 0.000000 
2023-12-20 20:24:42,979 INFO step 1688: tp = 14.0, fp = 17.0, tn = 1.0, fn = 0.0, acc = 0.4688, mcc = 0.158397 
2023-12-20 20:24:43,645 INFO step 1689: tp = 10.0, fp = 21.0, tn = 1.0, fn = 0.0, acc = 0.3438, mcc = 0.121090 
2023-12-20 20:24:44,241 INFO step 1690: tp = 14.0, fp = 16.0, tn = 1.0, fn = 1.0, acc = 0.4688, mcc = -0.016169 
2023-12-20 20:24:44,925 INFO step 1691: tp = 12.0, fp = 17.0, tn = 2.0, fn = 1.0, acc = 0.4375, mcc = 0.047752 
2023-12-20 20:24:45,575 INFO step 1692: tp = 17.0, fp = 14.0, tn = 0.0, fn = 1.0, acc = 0.5312, mcc = -0.158397 
2023-12-20 20:24:46,230 INFO step 1693: tp = 15.0, fp = 14.0, tn = 2.0, fn = 1.0, acc = 0.5312, mcc = 0.107211 
2023-12-20 20:24:46,834 INFO step 1694: tp = 20.0, fp = 7.0, tn = 3.0, fn = 2.0, acc = 0.7188, mcc = 0.266919 
2023-12-20 20:24:47,418 INFO step 1695: tp = 17.0, fp = 11.0, tn = 2.0, fn = 2.0, acc = 0.5938, mcc = 0.072148 
2023-12-20 20:24:48,036 INFO step 1696: tp = 9.0, fp = 14.0, tn = 3.0, fn = 6.0, acc = 0.3750, mcc = -0.248096 
2023-12-20 20:24:48,609 INFO step 1697: tp = 13.0, fp = 11.0, tn = 3.0, fn = 5.0, acc = 0.5000, mcc = -0.072739 
2023-12-20 20:24:49,149 INFO step 1698: tp = 18.0, fp = 10.0, tn = 0.0, fn = 4.0, acc = 0.5625, mcc = -0.254824 
2023-12-20 20:24:49,748 INFO step 1699: tp = 16.0, fp = 9.0, tn = 4.0, fn = 3.0, acc = 0.6250, mcc = 0.177965 
2023-12-20 20:24:50,411 INFO step 1700: tp = 13.0, fp = 12.0, tn = 5.0, fn = 2.0, acc = 0.5625, mcc = 0.194086 
2023-12-20 20:24:50,574 INFO step/epoch: 1700/11, training samples: 54432, train_loss = 0.8876 train_acc = 0.521770
2023-12-20 20:24:50,968 INFO step 1701: tp = 13.0, fp = 14.0, tn = 2.0, fn = 3.0, acc = 0.4688, mcc = -0.086066 
2023-12-20 20:24:51,542 INFO step 1702: tp = 18.0, fp = 13.0, tn = 1.0, fn = 0.0, acc = 0.5938, mcc = 0.203653 
2023-12-20 20:24:52,158 INFO step 1703: tp = 17.0, fp = 11.0, tn = 3.0, fn = 1.0, acc = 0.6250, mcc = 0.238095 
2023-12-20 20:24:52,790 INFO step 1704: tp = 18.0, fp = 10.0, tn = 2.0, fn = 2.0, acc = 0.6250, mcc = 0.097590 
2023-12-20 20:25:11,702 INFO eval tp = 311.0, fp = 320.0, tn = 7.0, fn = 2.0
2023-12-20 20:25:11,703 INFO epoch 10,eval_time: 18.54 secs, eval_samples: 640.0
 eval_acc = 0.4969, eval_mcc = 0.063752 
2023-12-20 20:25:11,703 INFO new best model saved
2023-12-20 20:25:11,761 INFO ------------------Epoch: 12/15 start------------------
2023-12-20 20:25:27,256 INFO step 1705: tp = 17.0, fp = 10.0, tn = 1.0, fn = 4.0, acc = 0.5625, mcc = -0.130243 
2023-12-20 20:25:31,844 INFO step 1706: tp = 15.0, fp = 9.0, tn = 4.0, fn = 4.0, acc = 0.5938, mcc = 0.110208 
2023-12-20 20:25:36,938 INFO step 1707: tp = 14.0, fp = 15.0, tn = 2.0, fn = 1.0, acc = 0.5000, mcc = 0.087280 
2023-12-20 20:25:44,886 INFO step 1708: tp = 12.0, fp = 18.0, tn = 2.0, fn = 0.0, acc = 0.4375, mcc = 0.200000 
2023-12-20 20:25:57,894 INFO step 1709: tp = 15.0, fp = 15.0, tn = 2.0, fn = 0.0, acc = 0.5312, mcc = 0.242536 
2023-12-20 20:26:06,780 INFO step 1710: tp = 18.0, fp = 10.0, tn = 2.0, fn = 2.0, acc = 0.6250, mcc = 0.097590 
2023-12-20 20:26:15,234 INFO step 1711: tp = 13.0, fp = 16.0, tn = 2.0, fn = 1.0, acc = 0.4688, mcc = 0.067537 
2023-12-20 20:26:28,624 INFO step 1712: tp = 17.0, fp = 14.0, tn = 0.0, fn = 1.0, acc = 0.5312, mcc = -0.158397 
2023-12-20 20:26:37,795 INFO step 1713: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 20:26:42,571 INFO step 1714: tp = 15.0, fp = 16.0, tn = 1.0, fn = 0.0, acc = 0.5000, mcc = 0.168710 
2023-12-20 20:26:47,424 INFO step 1715: tp = 20.0, fp = 12.0, tn = 0.0, fn = 0.0, acc = 0.6250, mcc = 0.000000 
2023-12-20 20:26:53,980 INFO step 1716: tp = 11.0, fp = 20.0, tn = 0.0, fn = 1.0, acc = 0.3438, mcc = -0.231869 
2023-12-20 20:27:03,556 INFO step 1717: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 20:27:07,570 INFO step 1718: tp = 21.0, fp = 9.0, tn = 1.0, fn = 1.0, acc = 0.6875, mcc = 0.104447 
2023-12-20 20:27:14,430 INFO step 1719: tp = 14.0, fp = 18.0, tn = 0.0, fn = 0.0, acc = 0.4375, mcc = 0.000000 
2023-12-20 20:27:21,223 INFO step 1720: tp = 13.0, fp = 19.0, tn = 0.0, fn = 0.0, acc = 0.4062, mcc = 0.000000 
2023-12-20 20:27:21,641 INFO step/epoch: 1720/12, training samples: 55072, train_loss = 0.9710 train_acc = 0.521917
2023-12-20 20:27:29,902 INFO step 1721: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 20:27:34,933 INFO step 1722: tp = 15.0, fp = 15.0, tn = 2.0, fn = 0.0, acc = 0.5312, mcc = 0.242536 
2023-12-20 20:27:39,620 INFO step 1723: tp = 17.0, fp = 12.0, tn = 2.0, fn = 1.0, acc = 0.5938, mcc = 0.148581 
2023-12-20 20:27:46,793 INFO step 1724: tp = 18.0, fp = 11.0, tn = 1.0, fn = 2.0, acc = 0.5938, mcc = -0.027682 
2023-12-20 20:27:52,896 INFO step 1725: tp = 13.0, fp = 13.0, tn = 3.0, fn = 3.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:27:58,417 INFO step 1726: tp = 12.0, fp = 15.0, tn = 3.0, fn = 2.0, acc = 0.4688, mcc = 0.032530 
2023-12-20 20:28:05,835 INFO step 1727: tp = 16.0, fp = 10.0, tn = 3.0, fn = 3.0, acc = 0.5938, mcc = 0.091698 
2023-12-20 20:28:10,787 INFO step 1728: tp = 13.0, fp = 11.0, tn = 5.0, fn = 3.0, acc = 0.5625, mcc = 0.144338 
2023-12-20 20:28:16,102 INFO step 1729: tp = 10.0, fp = 5.0, tn = 12.0, fn = 5.0, acc = 0.6875, mcc = 0.372549 
2023-12-20 20:28:22,288 INFO step 1730: tp = 8.0, fp = 6.0, tn = 9.0, fn = 9.0, acc = 0.5312, mcc = 0.071007 
2023-12-20 20:28:27,429 INFO step 1731: tp = 6.0, fp = 4.0, tn = 11.0, fn = 11.0, acc = 0.5312, mcc = 0.092884 
2023-12-20 20:28:32,278 INFO step 1732: tp = 5.0, fp = 2.0, tn = 10.0, fn = 15.0, acc = 0.4688, mcc = 0.097590 
2023-12-20 20:28:35,810 INFO step 1733: tp = 5.0, fp = 3.0, tn = 14.0, fn = 10.0, acc = 0.5938, mcc = 0.180775 
2023-12-20 20:28:40,004 INFO step 1734: tp = 2.0, fp = 7.0, tn = 9.0, fn = 14.0, acc = 0.3438, mcc = -0.347524 
2023-12-20 20:28:45,378 INFO step 1735: tp = 5.0, fp = 2.0, tn = 9.0, fn = 16.0, acc = 0.4375, mcc = 0.064657 
2023-12-20 20:28:50,757 INFO step 1736: tp = 4.0, fp = 6.0, tn = 12.0, fn = 10.0, acc = 0.5000, mcc = -0.050965 
2023-12-20 20:29:10,709 INFO step 1737: tp = 6.0, fp = 7.0, tn = 8.0, fn = 11.0, acc = 0.4375, mcc = -0.115553 
2023-12-20 20:29:17,036 INFO step 1738: tp = 9.0, fp = 6.0, tn = 7.0, fn = 10.0, acc = 0.5000, mcc = 0.011954 
2023-12-20 20:29:24,522 INFO step 1739: tp = 4.0, fp = 8.0, tn = 8.0, fn = 12.0, acc = 0.3750, mcc = -0.258199 
2023-12-20 20:29:31,233 INFO step 1740: tp = 16.0, fp = 11.0, tn = 4.0, fn = 1.0, acc = 0.6250, mcc = 0.285653 
2023-12-20 20:29:31,388 INFO step/epoch: 1740/12, training samples: 55712, train_loss = 0.9325 train_acc = 0.521862
2023-12-20 20:29:37,214 INFO step 1741: tp = 12.0, fp = 11.0, tn = 4.0, fn = 5.0, acc = 0.5000, mcc = -0.030468 
2023-12-20 20:29:42,594 INFO step 1742: tp = 16.0, fp = 10.0, tn = 5.0, fn = 1.0, acc = 0.6562, mcc = 0.350966 
2023-12-20 20:29:47,840 INFO step 1743: tp = 18.0, fp = 9.0, tn = 5.0, fn = 0.0, acc = 0.7188, mcc = 0.487950 
2023-12-20 20:29:54,411 INFO step 1744: tp = 17.0, fp = 10.0, tn = 2.0, fn = 3.0, acc = 0.5938, mcc = 0.022222 
2023-12-20 20:29:59,671 INFO step 1745: tp = 13.0, fp = 16.0, tn = 1.0, fn = 2.0, acc = 0.4375, mcc = -0.127563 
2023-12-20 20:30:12,443 INFO step 1746: tp = 18.0, fp = 12.0, tn = 2.0, fn = 0.0, acc = 0.6250, mcc = 0.292770 
2023-12-20 20:30:18,669 INFO step 1747: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 20:30:25,014 INFO step 1748: tp = 18.0, fp = 12.0, tn = 1.0, fn = 1.0, acc = 0.5938, mcc = 0.049286 
2023-12-20 20:30:30,352 INFO step 1749: tp = 16.0, fp = 16.0, tn = 0.0, fn = 0.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:30:35,992 INFO step 1750: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 20:30:41,780 INFO step 1751: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 20:30:47,327 INFO step 1752: tp = 15.0, fp = 16.0, tn = 1.0, fn = 0.0, acc = 0.5000, mcc = 0.168710 
2023-12-20 20:30:52,234 INFO step 1753: tp = 11.0, fp = 20.0, tn = 1.0, fn = 0.0, acc = 0.3750, mcc = 0.129989 
2023-12-20 20:30:57,898 INFO step 1754: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 20:31:03,777 INFO step 1755: tp = 15.0, fp = 16.0, tn = 0.0, fn = 1.0, acc = 0.4688, mcc = -0.179605 
2023-12-20 20:31:08,369 INFO step 1756: tp = 15.0, fp = 12.0, tn = 2.0, fn = 3.0, acc = 0.5312, mcc = -0.032530 
2023-12-20 20:31:13,391 INFO step 1757: tp = 16.0, fp = 14.0, tn = 1.0, fn = 1.0, acc = 0.5312, mcc = 0.016169 
2023-12-20 20:31:18,683 INFO step 1758: tp = 15.0, fp = 13.0, tn = 2.0, fn = 2.0, acc = 0.5312, mcc = 0.023669 
2023-12-20 20:31:24,318 INFO step 1759: tp = 14.0, fp = 14.0, tn = 2.0, fn = 2.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:31:28,783 INFO step 1760: tp = 17.0, fp = 10.0, tn = 3.0, fn = 2.0, acc = 0.6250, mcc = 0.169764 
2023-12-20 20:31:29,020 INFO step/epoch: 1760/12, training samples: 56352, train_loss = 0.8923 train_acc = 0.521987
2023-12-20 20:31:33,344 INFO step 1761: tp = 11.0, fp = 16.0, tn = 2.0, fn = 3.0, acc = 0.4062, mcc = -0.140963 
2023-12-20 20:31:37,334 INFO step 1762: tp = 14.0, fp = 11.0, tn = 3.0, fn = 4.0, acc = 0.5312, mcc = -0.009524 
2023-12-20 20:31:41,824 INFO step 1763: tp = 13.0, fp = 8.0, tn = 8.0, fn = 3.0, acc = 0.6562, mcc = 0.328976 
2023-12-20 20:31:46,702 INFO step 1764: tp = 9.0, fp = 9.0, tn = 2.0, fn = 12.0, acc = 0.3438, mcc = -0.373024 
2023-12-20 20:31:51,238 INFO step 1765: tp = 10.0, fp = 9.0, tn = 8.0, fn = 5.0, acc = 0.5625, mcc = 0.139460 
2023-12-20 20:31:55,753 INFO step 1766: tp = 9.0, fp = 13.0, tn = 4.0, fn = 6.0, acc = 0.4062, mcc = -0.177324 
2023-12-20 20:32:00,290 INFO step 1767: tp = 12.0, fp = 13.0, tn = 5.0, fn = 2.0, acc = 0.5312, mcc = 0.161905 
2023-12-20 20:32:06,138 INFO step 1768: tp = 11.0, fp = 9.0, tn = 7.0, fn = 5.0, acc = 0.5625, mcc = 0.129099 
2023-12-20 20:32:10,646 INFO step 1769: tp = 11.0, fp = 10.0, tn = 6.0, fn = 5.0, acc = 0.5312, mcc = 0.065795 
2023-12-20 20:32:15,348 INFO step 1770: tp = 7.0, fp = 7.0, tn = 11.0, fn = 7.0, acc = 0.5625, mcc = 0.111111 
2023-12-20 20:32:19,542 INFO step 1771: tp = 5.0, fp = 3.0, tn = 19.0, fn = 5.0, acc = 0.7500, mcc = 0.389249 
2023-12-20 20:32:23,945 INFO step 1772: tp = 3.0, fp = 5.0, tn = 8.0, fn = 16.0, acc = 0.3438, mcc = -0.257151 
2023-12-20 20:32:28,215 INFO step 1773: tp = 4.0, fp = 3.0, tn = 14.0, fn = 11.0, acc = 0.5625, mcc = 0.108878 
2023-12-20 20:32:33,246 INFO step 1774: tp = 3.0, fp = 2.0, tn = 9.0, fn = 18.0, acc = 0.3750, mcc = -0.050965 
2023-12-20 20:32:37,083 INFO step 1775: tp = 5.0, fp = 4.0, tn = 12.0, fn = 11.0, acc = 0.5312, mcc = 0.069505 
2023-12-20 20:32:40,603 INFO step 1776: tp = 4.0, fp = 2.0, tn = 17.0, fn = 9.0, acc = 0.6562, mcc = 0.254718 
2023-12-20 20:32:44,019 INFO step 1777: tp = 3.0, fp = 4.0, tn = 16.0, fn = 9.0, acc = 0.5938, mcc = 0.058554 
2023-12-20 20:32:49,020 INFO step 1778: tp = 4.0, fp = 2.0, tn = 12.0, fn = 14.0, acc = 0.5000, mcc = 0.100871 
2023-12-20 20:32:52,601 INFO step 1779: tp = 1.0, fp = 1.0, tn = 11.0, fn = 19.0, acc = 0.3750, mcc = -0.066667 
2023-12-20 20:32:55,163 INFO step 1780: tp = 2.0, fp = 0.0, tn = 14.0, fn = 16.0, acc = 0.5000, mcc = 0.227710 
2023-12-20 20:32:55,384 INFO step/epoch: 1780/12, training samples: 56992, train_loss = 0.9690 train_acc = 0.521898
2023-12-20 20:32:58,683 INFO step 1781: tp = 6.0, fp = 2.0, tn = 14.0, fn = 10.0, acc = 0.6250, mcc = 0.288675 
2023-12-20 20:33:02,684 INFO step 1782: tp = 5.0, fp = 5.0, tn = 11.0, fn = 11.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:33:06,875 INFO step 1783: tp = 6.0, fp = 5.0, tn = 14.0, fn = 7.0, acc = 0.6250, mcc = 0.205136 
2023-12-20 20:33:10,659 INFO step 1784: tp = 7.0, fp = 5.0, tn = 11.0, fn = 9.0, acc = 0.5625, mcc = 0.129099 
2023-12-20 20:33:14,755 INFO step 1785: tp = 9.0, fp = 7.0, tn = 7.0, fn = 9.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:33:19,212 INFO step 1786: tp = 12.0, fp = 6.0, tn = 6.0, fn = 8.0, acc = 0.5625, mcc = 0.097590 
2023-12-20 20:33:23,599 INFO step 1787: tp = 6.0, fp = 13.0, tn = 9.0, fn = 4.0, acc = 0.4688, mcc = 0.008580 
2023-12-20 20:33:27,154 INFO step 1788: tp = 18.0, fp = 8.0, tn = 4.0, fn = 2.0, acc = 0.6875, mcc = 0.289414 
2023-12-20 20:33:31,264 INFO step 1789: tp = 7.0, fp = 13.0, tn = 9.0, fn = 3.0, acc = 0.5000, mcc = 0.104447 
2023-12-20 20:33:35,180 INFO step 1790: tp = 19.0, fp = 8.0, tn = 2.0, fn = 3.0, acc = 0.6562, mcc = 0.081236 
2023-12-20 20:33:39,536 INFO step 1791: tp = 12.0, fp = 13.0, tn = 4.0, fn = 3.0, acc = 0.5000, mcc = 0.042604 
2023-12-20 20:33:43,326 INFO step 1792: tp = 8.0, fp = 19.0, tn = 3.0, fn = 2.0, acc = 0.3438, mcc = -0.081236 
2023-12-20 20:33:46,229 INFO step 1793: tp = 16.0, fp = 12.0, tn = 0.0, fn = 4.0, acc = 0.5000, mcc = -0.292770 
2023-12-20 20:33:49,199 INFO step 1794: tp = 12.0, fp = 13.0, tn = 4.0, fn = 3.0, acc = 0.5000, mcc = 0.042604 
2023-12-20 20:33:52,872 INFO step 1795: tp = 12.0, fp = 14.0, tn = 2.0, fn = 4.0, acc = 0.4375, mcc = -0.160128 
2023-12-20 20:33:56,736 INFO step 1796: tp = 10.0, fp = 9.0, tn = 7.0, fn = 6.0, acc = 0.5312, mcc = 0.063628 
2023-12-20 20:34:00,026 INFO step 1797: tp = 13.0, fp = 12.0, tn = 3.0, fn = 4.0, acc = 0.5000, mcc = -0.042604 
2023-12-20 20:34:03,974 INFO step 1798: tp = 7.0, fp = 16.0, tn = 4.0, fn = 5.0, acc = 0.3438, mcc = -0.233299 
2023-12-20 20:34:06,065 INFO step 1799: tp = 8.0, fp = 12.0, tn = 4.0, fn = 8.0, acc = 0.3750, mcc = -0.258199 
2023-12-20 20:34:08,139 INFO step 1800: tp = 10.0, fp = 7.0, tn = 8.0, fn = 7.0, acc = 0.5625, mcc = 0.121569 
2023-12-20 20:34:08,323 INFO step/epoch: 1800/12, training samples: 57632, train_loss = 0.8923 train_acc = 0.521811
2023-12-20 20:34:11,876 INFO step 1801: tp = 6.0, fp = 6.0, tn = 8.0, fn = 12.0, acc = 0.4375, mcc = -0.097590 
2023-12-20 20:34:14,936 INFO step 1802: tp = 9.0, fp = 6.0, tn = 7.0, fn = 10.0, acc = 0.5000, mcc = 0.011954 
2023-12-20 20:34:16,777 INFO step 1803: tp = 9.0, fp = 10.0, tn = 7.0, fn = 6.0, acc = 0.5000, mcc = 0.011954 
2023-12-20 20:34:19,518 INFO step 1804: tp = 11.0, fp = 7.0, tn = 7.0, fn = 7.0, acc = 0.5625, mcc = 0.111111 
2023-12-20 20:34:21,215 INFO step 1805: tp = 5.0, fp = 12.0, tn = 6.0, fn = 9.0, acc = 0.3438, mcc = -0.307698 
2023-12-20 20:34:23,260 INFO step 1806: tp = 12.0, fp = 8.0, tn = 6.0, fn = 6.0, acc = 0.5625, mcc = 0.097590 
2023-12-20 20:34:25,323 INFO step 1807: tp = 12.0, fp = 5.0, tn = 5.0, fn = 10.0, acc = 0.5312, mcc = 0.042220 
2023-12-20 20:34:28,560 INFO step 1808: tp = 16.0, fp = 9.0, tn = 5.0, fn = 2.0, acc = 0.6562, mcc = 0.295238 
2023-12-20 20:34:30,612 INFO step 1809: tp = 15.0, fp = 10.0, tn = 6.0, fn = 1.0, acc = 0.6562, mcc = 0.377964 
2023-12-20 20:34:33,021 INFO step 1810: tp = 15.0, fp = 6.0, tn = 4.0, fn = 7.0, acc = 0.5938, mcc = 0.079846 
2023-12-20 20:34:35,206 INFO step 1811: tp = 22.0, fp = 8.0, tn = 1.0, fn = 1.0, acc = 0.7188, mcc = 0.125622 
2023-12-20 20:34:38,227 INFO step 1812: tp = 18.0, fp = 11.0, tn = 3.0, fn = 0.0, acc = 0.6562, mcc = 0.364698 
2023-12-20 20:34:40,294 INFO step 1813: tp = 14.0, fp = 14.0, tn = 2.0, fn = 2.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:34:41,776 INFO step 1814: tp = 13.0, fp = 16.0, tn = 1.0, fn = 2.0, acc = 0.4375, mcc = -0.127563 
2023-12-20 20:34:44,643 INFO step 1815: tp = 11.0, fp = 18.0, tn = 1.0, fn = 2.0, acc = 0.3750, mcc = -0.170542 
2023-12-20 20:34:46,403 INFO step 1816: tp = 23.0, fp = 7.0, tn = 1.0, fn = 1.0, acc = 0.7500, mcc = 0.149071 
2023-12-20 20:34:48,243 INFO step 1817: tp = 19.0, fp = 12.0, tn = 0.0, fn = 1.0, acc = 0.5938, mcc = -0.139122 
2023-12-20 20:34:49,680 INFO step 1818: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 20:34:51,231 INFO step 1819: tp = 17.0, fp = 14.0, tn = 1.0, fn = 0.0, acc = 0.5625, mcc = 0.191204 
2023-12-20 20:34:52,865 INFO step 1820: tp = 12.0, fp = 20.0, tn = 0.0, fn = 0.0, acc = 0.3750, mcc = 0.000000 
2023-12-20 20:34:53,053 INFO step/epoch: 1820/12, training samples: 58272, train_loss = 0.9931 train_acc = 0.522052
2023-12-20 20:34:54,908 INFO step 1821: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 20:34:56,507 INFO step 1822: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 20:34:58,664 INFO step 1823: tp = 17.0, fp = 15.0, tn = 0.0, fn = 0.0, acc = 0.5312, mcc = 0.000000 
2023-12-20 20:35:00,480 INFO step 1824: tp = 22.0, fp = 10.0, tn = 0.0, fn = 0.0, acc = 0.6875, mcc = 0.000000 
2023-12-20 20:35:02,352 INFO step 1825: tp = 16.0, fp = 16.0, tn = 0.0, fn = 0.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:35:04,261 INFO step 1826: tp = 18.0, fp = 14.0, tn = 0.0, fn = 0.0, acc = 0.5625, mcc = 0.000000 
2023-12-20 20:35:06,154 INFO step 1827: tp = 16.0, fp = 16.0, tn = 0.0, fn = 0.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:35:07,940 INFO step 1828: tp = 12.0, fp = 20.0, tn = 0.0, fn = 0.0, acc = 0.3750, mcc = 0.000000 
2023-12-20 20:35:09,358 INFO step 1829: tp = 19.0, fp = 13.0, tn = 0.0, fn = 0.0, acc = 0.5938, mcc = 0.000000 
2023-12-20 20:35:10,952 INFO step 1830: tp = 17.0, fp = 15.0, tn = 0.0, fn = 0.0, acc = 0.5312, mcc = 0.000000 
2023-12-20 20:35:12,263 INFO step 1831: tp = 15.0, fp = 17.0, tn = 0.0, fn = 0.0, acc = 0.4688, mcc = 0.000000 
2023-12-20 20:35:14,242 INFO step 1832: tp = 11.0, fp = 21.0, tn = 0.0, fn = 0.0, acc = 0.3438, mcc = 0.000000 
2023-12-20 20:35:15,969 INFO step 1833: tp = 19.0, fp = 11.0, tn = 2.0, fn = 0.0, acc = 0.6562, mcc = 0.312147 
2023-12-20 20:35:18,005 INFO step 1834: tp = 15.0, fp = 16.0, tn = 1.0, fn = 0.0, acc = 0.5000, mcc = 0.168710 
2023-12-20 20:35:19,831 INFO step 1835: tp = 17.0, fp = 14.0, tn = 1.0, fn = 0.0, acc = 0.5625, mcc = 0.191204 
2023-12-20 20:35:21,429 INFO step 1836: tp = 16.0, fp = 15.0, tn = 1.0, fn = 0.0, acc = 0.5312, mcc = 0.179605 
2023-12-20 20:35:23,040 INFO step 1837: tp = 12.0, fp = 16.0, tn = 4.0, fn = 0.0, acc = 0.5000, mcc = 0.292770 
2023-12-20 20:35:24,578 INFO step 1838: tp = 10.0, fp = 9.0, tn = 6.0, fn = 7.0, acc = 0.5000, mcc = -0.011954 
2023-12-20 20:35:26,265 INFO step 1839: tp = 5.0, fp = 7.0, tn = 13.0, fn = 7.0, acc = 0.5625, mcc = 0.066667 
2023-12-20 20:35:27,708 INFO step 1840: tp = 5.0, fp = 1.0, tn = 13.0, fn = 13.0, acc = 0.5625, mcc = 0.262265 
2023-12-20 20:35:27,885 INFO step/epoch: 1840/12, training samples: 58912, train_loss = 0.8771 train_acc = 0.522084
2023-12-20 20:35:28,987 INFO step 1841: tp = 4.0, fp = 2.0, tn = 9.0, fn = 17.0, acc = 0.4062, mcc = 0.010536 
2023-12-20 20:35:30,646 INFO step 1842: tp = 2.0, fp = 4.0, tn = 11.0, fn = 15.0, acc = 0.4062, mcc = -0.190525 
2023-12-20 20:35:32,374 INFO step 1843: tp = 2.0, fp = 2.0, tn = 15.0, fn = 13.0, acc = 0.5312, mcc = 0.023669 
2023-12-20 20:35:34,034 INFO step 1844: tp = 6.0, fp = 3.0, tn = 9.0, fn = 14.0, acc = 0.4688, mcc = 0.053838 
2023-12-20 20:35:35,539 INFO step 1845: tp = 1.0, fp = 3.0, tn = 13.0, fn = 15.0, acc = 0.4375, mcc = -0.188982 
2023-12-20 20:35:37,306 INFO step 1846: tp = 5.0, fp = 7.0, tn = 8.0, fn = 12.0, acc = 0.4062, mcc = -0.177859 
2023-12-20 20:35:38,554 INFO step 1847: tp = 3.0, fp = 1.0, tn = 17.0, fn = 11.0, acc = 0.6250, mcc = 0.238095 
2023-12-20 20:35:39,778 INFO step 1848: tp = 5.0, fp = 4.0, tn = 9.0, fn = 14.0, acc = 0.4375, mcc = -0.048647 
2023-12-20 20:35:41,178 INFO step 1849: tp = 6.0, fp = 3.0, tn = 12.0, fn = 11.0, acc = 0.5625, mcc = 0.169750 
2023-12-20 20:35:42,644 INFO step 1850: tp = 6.0, fp = 7.0, tn = 9.0, fn = 10.0, acc = 0.4688, mcc = -0.063628 
2023-12-20 20:35:43,880 INFO step 1851: tp = 10.0, fp = 5.0, tn = 8.0, fn = 9.0, acc = 0.5625, mcc = 0.139460 
2023-12-20 20:35:45,142 INFO step 1852: tp = 7.0, fp = 13.0, tn = 4.0, fn = 8.0, acc = 0.3438, mcc = -0.307212 
2023-12-20 20:35:46,243 INFO step 1853: tp = 8.0, fp = 12.0, tn = 5.0, fn = 7.0, acc = 0.4062, mcc = -0.177859 
2023-12-20 20:35:47,212 INFO step 1854: tp = 13.0, fp = 13.0, tn = 3.0, fn = 3.0, acc = 0.5000, mcc = 0.000000 
2023-12-20 20:35:48,463 INFO step 1855: tp = 14.0, fp = 10.0, tn = 3.0, fn = 5.0, acc = 0.5312, mcc = -0.036736 
2023-12-20 20:35:49,624 INFO step 1856: tp = 10.0, fp = 17.0, tn = 2.0, fn = 3.0, acc = 0.3750, mcc = -0.169764 
2023-12-20 20:35:50,753 INFO step 1857: tp = 12.0, fp = 13.0, tn = 5.0, fn = 2.0, acc = 0.5312, mcc = 0.161905 
